Sample;Sampling_date;Sampling_site;Ct
MTL_11_cpTP24h_Raw;2021-02-24;11-VSTL-ind;37.124568077897
MTL_05_grb3_Raw;2021-02-24;05-CoteDNeige;NA
MTL_05_cpTP24h_Raw;2021-02-24;05-CoteDNeige;NA
MTL_16_grb3_Raw;2021-02-24;16-Bordeau;29.5443175453752
MTL_16_cpTP24h_Raw;2021-02-24;16-Bordeau;29.2126205008718
MTL_12_grb3_Raw;2021-02-24;12-Anjou-ind;37.1028935252122
MTL_12_cpTP24h_Raw;2021-02-24;12-Anjou-ind;37.6701851172057
MTL_11_grb3_Raw;2021-02-25;11-VSTL-ind;33.9248497369814
MTL_11_cpTP24h_Raw;2021-02-25;11-VSTL-ind;33.7638980788678
MTL_05_grb3_Raw;2021-02-25;05-CoteDNeige;30.3541269494968
MTL_05_cpTP24h_Raw;2021-02-25;05-CoteDNeige;27.1627622634859
MTL_16_grb3_Raw;2021-02-25;16-Bordeau;30.1516629881822
MTL_16_cpTP24h_Raw;2021-02-25;16-Bordeau;27.580992338892
MTL_16_grb3_Raw;2021-02-25;16-Bordeau;29.2346380358573
MTL_16_cpTP24h_Raw;2021-02-25;16-Bordeau;34.9841430774244
MTL_12_grb3_Raw;2021-02-25;12-Anjou-ind;34.1087987688341
MTL_12_cpTP24h_Raw;2021-02-25;12-Anjou-ind;33.3918700786886
MTL_11_grb3_Raw;2021-02-26;11-VSTL-ind;38.2756469299217
MTL_11_cpTP24h_Raw;2021-02-26;11-VSTL-ind;37.3943820303138
MTL_05_grb3_Raw;2021-02-26;05-CoteDNeige;35.3193043087821
MTL_05_cpTP24h_Raw;2021-02-26;05-CoteDNeige;32.6078152374504
MTL_16_grb3_Raw;2021-02-26;16-Bordeau;30.4724165781668
MTL_16_cpTP24h_Raw;2021-02-26;16-Bordeau;31.4507300045715
MTL_12_grb3_Raw;2021-02-26;12-Anjou-ind;38.1100233744468
MTL_12_cpTP24h_Raw;2021-02-26;12-Anjou-ind;36.2776196479161
MTL_11_grb3_Raw;2021-03-01;11-VSTL-ind;36.6794271920969
MTL_11_cpTP72h_Raw;2021-03-01;11-VSTL-ind;36.5301563110168
MTL_05_grb3_Raw;2021-03-01;05-CoteDNeige;35.1054853586452
MTL_05_cpTP72h_Raw;2021-03-01;05-CoteDNeige;32.6920159030426
MTL_16_grb3_Raw;2021-03-01;16-Bordeau;31.5798179510366
MTL_16_cpTP72h_Raw;2021-03-01;16-Bordeau;30.7565866301118
MTL_12_grb3_Raw;2021-03-01;12-Anjou-ind;36.5799507592131
MTL_12_cpTP24h_Raw;2021-03-01;12-Anjou-ind;36.3320985211959
MTL_11_grb3_Raw;2021-03-02;11-VSTL-ind;37.8566666666667
MTL_11_cpTP24h_Raw;2021-03-02;11-VSTL-ind;37.77
MTL_05_grb3_Raw;2021-03-02;05-CoteDNeige;33.5933333333333
MTL_05_cpTP24h_Raw;2021-03-02;05-CoteDNeige;33.1933333333333
MTL_16_grb3_Raw;2021-03-02;16-Bordeau;37.3033333333333
MTL_16_cpTP24h_Raw;2021-03-02;16-Bordeau;31.2
MTL_12_grb3_Raw;2021-03-02;12-Anjou-ind;37.6133333333333
MTL_12_cpTP24h_Raw;2021-03-02;12-Anjou-ind;38.0566666666667
MTL_11_grb3_Raw;2021-03-03;11-VSTL-ind;36.685818475726
MTL_11_cpTP24h_Raw;2021-03-03;11-VSTL-ind;36.2066666666667
MTL_05_grb3_Raw;2021-03-03;05-CoteDNeige;34.4333333333333
MTL_05_cpTP24h_Raw;2021-03-03;05-CoteDNeige;33.2533333333333
MTL_16_grb3_Raw;2021-03-03;16-Bordeau;32.4033333333333
MTL_16_cpTP24h_Raw;2021-03-03;16-Bordeau;31.58
MTL_12_grb3_Raw;2021-03-03;12-Anjou-ind;35.14
MTL_12_cpTP24h_Raw;2021-03-03;12-Anjou-ind;35.07
MTL_11_grb3_Raw;2021-03-04;11-VSTL-ind;37.97
MTL_11_cpTP24h_Raw;2021-03-04;11-VSTL-ind;35.5266666666667
MTL_05_grb3_Raw;2021-03-04;05-CoteDNeige;33.4913030905782
MTL_05_cpTP24h_Raw;2021-03-04;05-CoteDNeige;35.5443435649806
MTL_16_grb3_Raw;2021-03-04;16-Bordeau;37.5090572034702
MTL_16_cpTP24h_Raw;2021-03-04;16-Bordeau;32.7215797836086
MTL_12_grb3_Raw;2021-03-04;12-Anjou-ind;36.4991707759056
MTL_12_cpTP24h_Raw;2021-03-04;12-Anjou-ind;35.2302346091419
MTL_11_grb3_Raw;2021-03-05;11-VSTL-ind;36.0866666666667
MTL_11_cpTP24h_Raw;2021-03-05;11-VSTL-ind;36.2566666666667
MTL_05_grb3_Raw;2021-03-05;05-CoteDNeige;29.3133333333333
MTL_05_cpTP24h_Raw;2021-03-05;05-CoteDNeige;32.56
MTL_16_grb3_Raw;2021-03-05;16-Bordeau;35.7233333333333
MTL_16_cpTP24h_Raw;2021-03-05;16-Bordeau;32.37
MTL_12_grb3_Raw;2021-03-05;12-Anjou-ind;35.7833333333333
MTL_12_cpTP24h_Raw;2021-03-05;12-Anjou-ind;36.1966666666667
MTL_11_grb3_Raw;2021-03-08;11-VSTL-ind;36.4866666666667
MTL_11_cpTP24h_Raw;2021-03-08;11-VSTL-ind;35.74
MTL_05_grb3_Raw;2021-03-08;05-CoteDNeige;32.64
MTL_05_cpTP24h_Raw;2021-03-08;05-CoteDNeige;31.1566666666667
MTL_16_grb3_Raw;2021-03-08;16-Bordeau;31.8933333333333
MTL_16_cpTP24h_Raw;2021-03-08;16-Bordeau;32.4733333333333
MTL_12_grb3_Raw;2021-03-08;12-Anjou-ind;35.9733333333333
MTL_12_cpTP24h_Raw;2021-03-08;12-Anjou-ind;35.5166666666667
MTL_11_grb3_Raw;2021-03-09;11-VSTL-ind;37.4936546555372
MTL_11_cpTP24h_Raw;2021-03-09;11-VSTL-ind;38.1380851018171
MTL_05_grb3_Raw;2021-03-09;05-CoteDNeige;34.9417167571874
MTL_05_cpTP24h_Raw;2021-03-09;05-CoteDNeige;32.1343150917669
MTL_16_grb3_Raw;2021-03-09;16-Bordeau;34.2920911191374
MTL_16_cpTP24h_Raw;2021-03-09;16-Bordeau;33.2408669540653
MTL_12_grb3_Raw;2021-03-09;12-Anjou-ind;36.3667916384889
MTL_12_cpTP24h_Raw;2021-03-09;12-Anjou-ind;35.6324122662729
MTL_11_grb3_Raw;2021-03-10;11-VSTL-ind;37.3247723738303
MTL_11_cpTP24h_Raw;2021-03-10;11-VSTL-ind;37.011557018015
MTL_05_grb3_Raw;2021-03-10;05-CoteDNeige;34.4461745689754
MTL_05_cpTP24h_Raw;2021-03-10;05-CoteDNeige;33.1158353186741
MTL_16_grb3_Raw;2021-03-10;16-Bordeau;34.6657898561161
MTL_16_grb3_Raw;2021-03-10;16-Bordeau;35.627349343708
MTL_16_cpTP24h_Raw;2021-03-10;16-Bordeau;32.9604277900647
MTL_16_cpTP24h_Raw;2021-03-10;16-Bordeau;33.027339154945
MTL_12_grb3_Raw;2021-03-10;12-Anjou-ind;36.8580685886283
MTL_12_cpTP24h_Raw;2021-03-10;12-Anjou-ind;38.099928278348
MTL_11_grb3_Raw;2021-03-11;11-VSTL-ind;38.0919159381826
MTL_11_cpTP24h_Raw;2021-03-11;11-VSTL-ind;39.2286966311063
MTL_05_grb3_Raw;2021-03-11;05-CoteDNeige;35.9101176964143
MTL_05_cpTP24h_Raw;2021-03-11;05-CoteDNeige;33.6079917603079
MTL_16_grb3_Raw;2021-03-11;16-Bordeau;33.9358149380734
MTL_16_cpTP24h_Raw;2021-03-11;16-Bordeau;33.8754267909235
MTL_12_grb3_Raw;2021-03-11;12-Anjou-ind;38.5991825733109
MTL_12_cpTP24h_Raw;2021-03-11;12-Anjou-ind;39.1329859642943
MTL_11_grb3_Raw;2021-03-12;11-VSTL-ind;39.0406506560468
MTL_11_cpTP24h_Raw;2021-03-12;11-VSTL-ind;NA
MTL_05_grb3_Raw;2021-03-12;05-CoteDNeige;35.3739371936398
MTL_05_cpTP24h_Raw;2021-03-12;05-CoteDNeige;33.4135984755116
MTL_16_grb3_Raw;2021-03-12;16-Bordeau;37.3883799820613
MTL_16_cpTP24h_Raw;2021-03-12;16-Bordeau;34.3957310927587
MTL_12_grb3_Raw;2021-03-12;12-Anjou-ind;37.5989610774107
MTL_12_cpTP24h_Raw;2021-03-12;12-Anjou-ind;36.3127260531305
MTL_11_cpTP72h_Raw;2021-03-15;11-VSTL-ind;35.8742190226312
MTL_05_cpTP72h_Raw;2021-03-15;05-CoteDNeige;31.7622795194219
MTL_16_cpTP72h_Raw;2021-03-15;16-Bordeau;31.5072262677798
MTL_12_cpTP72h_Raw;2021-03-15;12-Anjou-ind;35.208146197423
MTL_11_cpTP72h_Raw;2021-03-15;11-VSTL-ind;35.5351002552823
MTL_05_cpTP72h_Raw;2021-03-15;05-CoteDNeige;31.446633455719
MTL_16_cpTP72h_Raw;2021-03-15;16-Bordeau;31.3438188501458
MTL_12_cpTP72h_Raw;2021-03-15;12-Anjou-ind;34.1480163521058
MTL_12_cpTP24h_Raw;2021-03-16;12-Anjou-ind;36.4908603978702
MTL_11_cpTP48h_Raw;2021-03-17;11-VSTL-ind;37.3613622845874
MTL_05_cpTP48h_Raw;2021-03-17;05-CoteDNeige;34.6995428118218
MTL_16_cpTP48h_Raw;2021-03-17;16-Bordeau;35.071132604867
MTL_12_cpTP24h_Raw;2021-03-17;12-Anjou-ind;35.6940389779911
MTL_11_cpTP24h_Raw;2021-03-18;11-VSTL-ind;35.8294641635552
MTL_05_cpTP24h_Raw;2021-03-18;05-CoteDNeige;30.6284079978386
MTL_16_cpTP24h_Raw;2021-03-18;16-Bordeau;32.6301407081665
MTL_12_cpTP24h_Raw;2021-03-18;12-Anjou-ind;35.3580597966351
MTL_11_grb3_Raw;2021-03-19;11-VSTL-ind;39.424296454172
MTL_11_cpTP24h_Raw;2021-03-19;11-VSTL-ind;36.3044358400959
MTL_05_grb3_Raw;2021-03-19;05-CoteDNeige;32.8370116744897
MTL_16_grb3_Raw;2021-03-19;16-Bordeau;35.065439755532
MTL_16_cpTP24h_Raw;2021-03-19;16-Bordeau;34.6836006408513
MTL_12_grb3_Raw;2021-03-19;12-Anjou-ind;37.5386207888979
MTL_12_cpTP24h_Raw;2021-03-19;12-Anjou-ind;34.6929539224362
MTL_11_PS_Filter;2021-03-19;11-VSTL-ind;36.9553557701854
MTL_11_PS_Qtips;2021-03-19;11-VSTL-ind;NA
MTL_11_PS_Gauze;2021-03-19;11-VSTL-ind;35.2812908603932
MTL_05_PS_Filter;2021-03-19;05-CoteDNeige;32.5903486006956
MTL_05_PS_Qtips;2021-03-19;05-CoteDNeige;31.3913194105893
MTL_05_PS_Gauze;2021-03-19;05-CoteDNeige;36.3561487752218
MTL_16_PS_Filter;2021-03-19;16-Bordeau;36.6623315027648
MTL_16_PS_Qtips;2021-03-19;16-Bordeau;36.814778997622
MTL_16_PS_Gauze;2021-03-19;16-Bordeau;35.9626957579912
MTL_12_PS_Filter;2021-03-19;12-Anjou-ind;35.1057823436729
MTL_12_PS_Qtips;2021-03-19;12-Anjou-ind;33.931905274253
MTL_12_PS_Gauze;2021-03-19;12-Anjou-ind;36.5180194603572
MTL_11_cpTP24h_Raw;2021-03-20;11-VSTL-ind;37.240794908392
MTL_05_cpTP24h_Raw;2021-03-20;05-CoteDNeige;33.0435342955353
MTL_16_cpTP24h_Raw;2021-03-20;16-Bordeau;31.3839946857939
MTL_12_cpTP24h_Raw;2021-03-20;12-Anjou-ind;36.6515522728109
MTL_11_grb3_Raw;2021-03-21;11-VSTL-ind;36.0948654685164
MTL_05_cpTP24h_Raw;2021-03-21;05-CoteDNeige;31.9817231738819
MTL_16_cpTP24h_Raw;2021-03-21;16-Bordeau;32.596602805788
MTL_12_cpTP24h_Raw;2021-03-21;12-Anjou-ind;34.5803674155123
MTL_11_grb3_Raw;2021-03-22;11-VSTL-ind;36.2858330955437
MTL_11_cpTP24h_Raw;2021-03-22;11-VSTL-ind;36.1413865380963
MTL_05_grb3_Raw;2021-03-22;05-CoteDNeige;38.404837793024
MTL_05_cpTP24h_Raw;2021-03-22;05-CoteDNeige;32.2651281446258
MTL_16_grb3_Raw;2021-03-22;16-Bordeau;34.8373641106056
MTL_16_cpTP24h_Raw;2021-03-22;16-Bordeau;33.1560280648081
MTL_12_grb3_Raw;2021-03-22;12-Anjou-ind;36.1399350699046
MTL_12_cpTP24h_Raw;2021-03-22;12-Anjou-ind;NA
MTL_11_cpTP24h_Raw;2021-03-23;11-VSTL-ind;37.4713789014935
MTL_05_cpTP24h_Raw;2021-03-23;05-CoteDNeige;31.5132449469558
MTL_16_cpTP24h_Raw;2021-03-23;16-Bordeau;32.6347568013869
MTL_12_cpTP24h_Raw;2021-03-23;12-Anjou-ind;37.4328378281977
MTL_11_grb3_Raw;2021-03-24;11-VSTL-ind;37.9431256421115
MTL_11_cpTP24h_Raw;2021-03-24;11-VSTL-ind;36.7789462633624
MTL_05_grb3_Raw;2021-03-24;05-CoteDNeige;33.0833679673341
MTL_05_cpTP24h_Raw;2021-03-24;05-CoteDNeige;31.4090800411927
MTL_16_grb3_Raw;2021-03-24;16-Bordeau;33.4746980037034
MTL_16_cpTP24h_Raw;2021-03-24;16-Bordeau;32.9196073006083
MTL_12_grb3_Raw;2021-03-24;12-Anjou-ind;36.5145276629633
MTL_12_cpTP24h_Raw;2021-03-24;12-Anjou-ind;36.1650058952239
MTL_05_PS_Qtips;2021-03-24;05-CoteDNeige;38.2450969299003
MTL_05_PS_Gauze;2021-03-24;05-CoteDNeige;33.8712232734768
MTL_16_PS_Filter;2021-03-24;16-Bordeau;37.5151097739185
MTL_16_PS_Qtips;2021-03-24;16-Bordeau;35.0092920714576
MTL_16_PS_Gauze;2021-03-24;16-Bordeau;34.0023662540996
MTL_12_PS_Qtips;2021-03-24;12-Anjou-ind;36.1932891797862
MTL_12_PS_Gauze;2021-03-24;12-Anjou-ind;36.606205768123
MTL_11_cpTP24h_Raw;2021-03-25;11-VSTL-ind;37.2200303459823
MTL_05_cpTP24h_Raw;2021-03-25;05-CoteDNeige;32.4720431373397
MTL_16_cpTP24h_Raw;2021-03-25;16-Bordeau;34.8482768230666
MTL_12_cpTP24h_Raw;2021-03-25;12-Anjou-ind;37.9631180854566
MTL_11_grb3_Raw;2021-03-26;11-VSTL-ind;38.0115416104748
MTL_11_cpTP24h_Raw;2021-03-26;11-VSTL-ind;36.049558512981
MTL_05_grb3_Raw;2021-03-26;05-CoteDNeige;32.5694839387538
MTL_05_cpTP24h_Raw;2021-03-26;05-CoteDNeige;NA
MTL_16_grb3_Raw;2021-03-26;16-Bordeau;29.7434964326526
MTL_16_cpTP24h_Raw;2021-03-26;16-Bordeau;33.2206399971643
MTL_12_grb3_Raw;2021-03-26;12-Anjou-ind;36.7865808066068
MTL_12_cpTP24h_Raw;2021-03-26;12-Anjou-ind;37.1677973329575
MTL_11_PS_Filter;2021-03-26;11-VSTL-ind;NA
MTL_05_PS_Filter;2021-03-26;05-CoteDNeige;35.8442023519844
MTL_16_PS_Filter;2021-03-26;16-Bordeau;35.436510971018
MTL_12_PS_Filter;2021-03-26;12-Anjou-ind;36.1176873972364
MTL_11_PS_Qtips;2021-03-26;11-VSTL-ind;37.3200416847231
MTL_05_PS_Qtips;2021-03-26;05-CoteDNeige;32.9227577926215
MTL_16_PS_Qtips;2021-03-26;16-Bordeau;33.194142535017
MTL_12_PS_Qtips;2021-03-26;12-Anjou-ind;37.273947533337
MTL_11_cpTP24h_Raw;2021-03-27;11-VSTL-ind;37.7203255657559
MTL_05_cpTP24h_Raw;2021-03-27;05-CoteDNeige;29.3705011557426
MTL_16_cpTP24h_Raw;2021-03-27;16-Bordeau;30.7915059719338
MTL_12_cpTP24h_Raw;2021-03-27;12-Anjou-ind;34.6115450108572
MTL_11_cpTP24h_Raw;2021-03-28;11-VSTL-ind;36.960186134849
MTL_05_cpTP24h_Raw;2021-03-28;05-CoteDNeige;30.089346809862
MTL_16_cpTP24h_Raw;2021-03-28;16-Bordeau;32.3132057349154
MTL_12_cpTP24h_Raw;2021-03-28;12-Anjou-ind;36.0335891616755
MTL_11_grb3_Raw;2021-03-29;11-VSTL-ind;NA
MTL_11_cpTP24h_Raw;2021-03-29;11-VSTL-ind;36.5036538785266
MTL_05_grb3_Raw;2021-03-29;05-CoteDNeige;27.7868340415147
MTL_05_cpTP24h_Raw;2021-03-29;05-CoteDNeige;30.2973853627902
MTL_16_grb3_Raw;2021-03-29;16-Bordeau;34.3964320127605
MTL_16_cpTP24h_Raw;2021-03-29;16-Bordeau;33.9447737910311
MTL_12_grb3_Raw;2021-03-29;12-Anjou-ind;38.1973913905355
MTL_12_cpTP24h_Raw;2021-03-29;12-Anjou-ind;35.400489098861
MTL_05_PS_Filter;2021-03-29;05-CoteDNeige;NA
MTL_16_PS_Filter;2021-03-29;16-Bordeau;36.431201111161
MTL_11_cpTP24h_Raw;2021-03-30;11-VSTL-ind;36.2210156562658
MTL_05_cpTP24h_Raw;2021-03-30;05-CoteDNeige;31.6717705763511
MTL_16_cpTP24h_Raw;2021-03-30;16-Bordeau;35.5328363020124
MTL_12_cpTP24h_Raw;2021-03-30;12-Anjou-ind;35.2175784902702
MTL_11_grb3_Raw;2021-03-31;11-VSTL-ind;36.1007358030786
MTL_11_cpTP24h_Raw;2021-03-31;11-VSTL-ind;35.195521472756
MTL_05_grb3_Raw;2021-03-31;05-CoteDNeige;28.5550638727609
MTL_05_cpTP24h_Raw;2021-03-31;05-CoteDNeige;30.6152981467547
MTL_16_grb3_Raw;2021-03-31;16-Bordeau;34.0802957795737
MTL_16_cpTP24h_Raw;2021-03-31;16-Bordeau;42.391
MTL_12_grb3_Raw;2021-03-31;12-Anjou-ind;35.4691633203342
MTL_12_cpTP24h_Raw;2021-03-31;12-Anjou-ind;36.0342389493692
MTL_11_PS_Filter;2021-03-31;11-VSTL-ind;42.391
MTL_11_PS_Qtips;2021-03-31;11-VSTL-ind;42.391
MTL_05_PS_Filter;2021-03-31;05-CoteDNeige;29.5886746284108
MTL_05_PS_Qtips;2021-03-31;05-CoteDNeige;29.6204381071611
MTL_16_PS_Filter;2021-03-31;16-Bordeau;35.7455022066818
MTL_16_PS_Qtips;2021-03-31;16-Bordeau;36.7433629912674
MTL_12_PS_Filter;2021-03-31;12-Anjou-ind;35.0337654438822
MTL_12_PS_Qtips;2021-03-31;12-Anjou-ind;42.391
MTL_11_cpTP24h_Raw;2021-04-03;11-VSTL-ind;40.0442347466178
MTL_05_cpTP24h_Raw;2021-04-03;05-CoteDNeige;32.4696852037288
MTL_16_cpTP24h_Raw;2021-04-03;16-Bordeau;34.4769121615944
MTL_12_cpTP24h_Raw;2021-04-03;12-Anjou-ind;40.6081856976017
MTL_11_cpTP24h_Raw;2021-04-04;11-VSTL-ind;37.6717757790537
MTL_05_cpTP24h_Raw;2021-04-04;05-CoteDNeige;32.058695630487
MTL_16_cpTP24h_Raw;2021-04-04;16-Bordeau;36.5336270735395
MTL_12_cpTP24h_Raw;2021-04-04;12-Anjou-ind;40.6867888867171
MTL_11_cpTP24h_Raw;2021-04-05;11-VSTL-ind;42.391
MTL_05_cpTP24h_Raw;2021-04-05;05-CoteDNeige;40.5345247510251
MTL_16_cpTP24h_Raw;2021-04-05;16-Bordeau;35.4695655779541
MTL_12_cpTP24h_Raw;2021-04-05;12-Anjou-ind;42.391
MTL_11_grb3_Raw;2021-04-06;11-VSTL-ind;39.7563389262439
MTL_11_cpTP24h_Raw;2021-04-06;11-VSTL-ind;38.0976517563282
MTL_05_grb3_Raw;2021-04-06;05-CoteDNeige;35.0444430943228
MTL_05_cpTP24h_Raw;2021-04-06;05-CoteDNeige;31.1584044875538
MTL_16_grb3_Raw;2021-04-06;16-Bordeau;39.1377604233516
MTL_16_cpTP24h_Raw;2021-04-06;16-Bordeau;37.8049553398822
MTL_12_grb3_Raw;2021-04-06;12-Anjou-ind;42.391
MTL_12_cpTP24h_Raw;2021-04-06;12-Anjou-ind;39.0134775337898
MTL_11_PS_Filter;2021-04-06;11-VSTL-ind;37.695
MTL_11_PS_Filter;2021-04-06;11-VSTL-ind;40.8455
MTL_11_PS_Qtips;2021-04-06;11-VSTL-ind;38.07
MTL_11_PS_Qtips;2021-04-06;11-VSTL-ind;40.3305
MTL_05_PS_Filter;2021-04-06;05-CoteDNeige;34.485
MTL_05_PS_Filter;2021-04-06;05-CoteDNeige;33.91
MTL_05_PS_Qtips;2021-04-06;05-CoteDNeige;33.615
MTL_05_PS_Qtips;2021-04-06;05-CoteDNeige;35.69
MTL_16_PS_Filter;2021-04-06;16-Bordeau;37.925
MTL_16_PS_Filter;2021-04-06;16-Bordeau;42.391
MTL_16_PS_Qtips;2021-04-06;16-Bordeau;34.985
MTL_16_PS_Qtips;2021-04-06;16-Bordeau;42.391
MTL_12_PS_Filter;2021-04-06;12-Anjou-ind;39.5655
MTL_12_PS_Filter;2021-04-06;12-Anjou-ind;37.055
MTL_12_PS_Qtips;2021-04-06;12-Anjou-ind;37.615
MTL_12_PS_Qtips;2021-04-06;12-Anjou-ind;36.605
MTL_11_cpTP24h_Raw;2021-04-07;11-VSTL-ind;39.2911743365568
MTL_05_cpTP24h_Raw;2021-04-07;05-CoteDNeige;31.0930820022262
MTL_16_cpTP24h_Raw;2021-04-07;16-Bordeau;37.1418532727811
MTL_12_cpTP24h_Raw;2021-04-07;12-Anjou-ind;35.8779608161
MTL_11_grb3_Raw;2021-04-08;11-VSTL-ind;39.9323317841045
MTL_11_cpTP24h_Raw;2021-04-08;11-VSTL-ind;37.2110779244697
MTL_05_grb3_Raw;2021-04-08;05-CoteDNeige;33.2312377545416
MTL_05_cpTP24h_Raw;2021-04-08;05-CoteDNeige;30.9093132020574
MTL_16_grb3_Raw;2021-04-08;16-Bordeau;36.9002768201328
